Job_Role,Company_name,Location,Desired_Experience,Skills_Required,Salary_Expected,Education
"administration executive
tlc relationship management private limited3.3(68 reviews)",tlc relationship management private limited3.3(68 reviews),['chennai'],5 - 8 years,"['key skills', 'mis reporting', 'administrationfile systemdata analysisbook keepingoffice managementms office', 'skills highlighted with ‘‘ are preferred keyskills']","₹ 2,00,000 - 2,50,000 p.a.","['education', 'ug :any graduate in any specialization']"
"job | hiring for vice president - mumbai
talent hr networks pvt ltd",talent hr networks pvt ltd,"['other national locations', ' other international location']",9 - 14 years,"['key skills', 'core javacloudvice president']","₹ 25,00,000 - 40,00,000 p.a.","['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :any doctorate in any specialization']"
"seles executive
asclepius wellness private limited4.5(2 reviews)",asclepius wellness private limited4.5(2 reviews),"['ambala', ' jodhpur', ' guwahati', ' ranchi', ' jaipur']",1 - 6 years,"['key skills', 'social mediastrategic planningmarketing', 'people skillsdata analysiswebtrendsweb analyticsms officestatisticsmarket research', 'skills highlighted with ‘‘ are preferred keyskills']","₹ 1,50,000 - 6,00,000 p.a.","['education', 'ug :b.a in any specialization']"
"senior business consultant - analytics
novotree minds consulting pvt. ltd.",novotree minds consulting pvt. ltd.,['bengaluru'],2 - 5 years,"['key skills', 'sasdata managementdata analyticsstatisticsmachine learninganalyticspython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :any doctorate in any specialization, doctorate not required']"
"full stack engineer - .net/angular 2+
netquo services pvt ltd
hiring for leading client",netquo services pvt ltd,['kolkata'],3 - 6 years,"['key skills', 'api integrationjquerywebapijavascriptfull stackentity frameworksql servermvcnetangular 2ajax']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization, bca in computers, b.sc in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"team leader - production
cureselect healthcare management",cureselect healthcare management,['chennai'],3 - 5 years,"['key skills', 'leadershiprevenue cycle managementteam building', 'process enhancementpayment postingmedical billingmedical codingtrainingcommunication skillspresentation skillsar callingdata analysischarge entrydenial managementquality assurance', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"senior executive assistant
crescent opto pvt ltd",crescent opto pvt ltd,['surat'],5 - 8 years,"['key skills', 'technology operationspivot tablefinancial analysisforecasting skillsexcelvlookupdata analysistableaubusiness analysis']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in finance']"
"consultant/executive - business development & sales
dev accelarator pvt ltd",dev accelarator pvt ltd,"['ahmedabad', ' gujarat']",3 - 6 years,"['key skills', 'coworking space salesprepare proposalssalesbusiness developmentanalyze key marketreal estate sales']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"solutions integrator
qventus",qventus,['remote'],2 - 5 years,"['key skills', 'hospital operationsinterpersonal skillsproduction supportartificial intelligencemachine learningsoftware development life cyclehealthcareoperationsrecruitmentit staff']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :ca in ca']"
"technical support engineer
novell india pvt. ltd.",novell india pvt. ltd.,['delhi'],3 - 4 years,"['key skills', 'product managementcomputer sciencelinuxmachine learningjdbcwindowstest casesvirtualizationanalyticssql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"product owner
medeanalytics",medeanalytics,['remote'],5 - 9 years,"['key skills', 'product managementdata analysishcpcsoffice equipmentmachine learningagilehealthcarehealthcare analyticsanalytics']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"c # . net associate developer
gainwell technologies",gainwell technologies,['chennai'],1 - 3 years,"['key skills', 'computer sciencedata analysispdfproduction supportanalyticaldebuggingunit testingbusiness solutionssql']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :ca in ca']"
"value chain development expert
entrepreneurship development institute of india3.7(18 reviews)",entrepreneurship development institute of india3.7(18 reviews),['maheshwar'],5 - 10 years,"['key skills', 'trainingproject coordinatorcvsmanagement information systemdata analysisenterprise developmentmisformulationmarketing supportedi']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization, mba/pgdm in marketing']"
"development engineer 3
comcast",comcast,['chennai'],5 - 8 years,"['key skills', 'data managementanalyticalmachine learningplsqldata qualityinformaticaoperationsmonitoringsdlcpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"client reporting manager
hogarth worldwide4.0(10 reviews)",hogarth worldwide4.0(10 reviews),['chennai'],5 - 10 years,"['key skills', 'information systemexcelsql databasebusiness reportingdata managementdata reportingdata collectionmanagementdata extraction']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"lead - analytics
hero fincorp4.2(427 reviews)",hero fincorp4.2(427 reviews),['delhi'],9 - 14 years,"['key skills', 'rlogistic regressionsasneural networksbig datasvmtableaudata analyticspythonrandom forest']",not disclosed,"['education', 'pg :m.a in maths, statistics, mba/pgdm in other management']"
"exhaust design
amor management consultants3.7(3 reviews)",amor management consultants3.7(3 reviews),['chennai'],4 - 8 years,"['key skills', 'exhaust systemdfmeadvp']","₹ 5,00,000 - 9,00,000 p.a.","['education', 'ug :b.tech/b.e. in any specialization']"
"executive assistant to the director || immediate joiners
marg erp limited3.3(47 reviews)",marg erp limited3.3(47 reviews),['delhi( netaji subhash place )'],2 - 7 years,"['key skills', 'executive assistantmis preparationpresentation skillsdata analysisdata collectioneamis reportingbusiness analysis']","₹ 2,00,000 - 6,00,000 p.a.","['education', 'ug :any graduate in any specialization']"
"director academics
adani management institute of data sciences and digital technology (amidsdt)",adani management institute of data sciences and digital technology (amidsdt),['ahmedabad'],12 - 18 years,"['key skills', 'data sciencetechnology managementbusiness intelligencebig data analyticsacademic administrationmachine learningdeep learningteaching']",not disclosed,"['education', 'doctorate :ph.d in any specialization']"
"sql database administrator - sql server, ms-sql server dba
thinksys software pvt ltd3.9(22 reviews)",thinksys software pvt ltd3.9(22 reviews),['noida( sector-62 noida )'],4 - 9 years,"['key skills', 'database administrationsql server administrationms sql serversql databasesql database administratorsql serversql adminsql dbasql server dbasql administratormysql database administration']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization']"
"avp/senior/avp - marketing/digital marketing - iit/iim/isi/jnu/dse
huquo consulting pvt. ltd",huquo consulting pvt. ltd,['bengaluru'],10 - 15 years,"['key skills', 'sasweb analyticsmarketing analyticsstatisticsmachine learninganalyticspython']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :mba/pgdm in any specialization', 'doctorate :doctorate not required']"
"avp/senior/avp- digital analytics + retail analytics- kpo- iit/iim/isi
huquo consulting pvt. ltd",huquo consulting pvt. ltd,['bengaluru'],10 - 15 years,"['key skills', 'data sciencepython- machine learningsasretail analyticsweb analyticsmachine learningstatisticsanalyticspython']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :mba/pgdm in any specialization', 'doctorate :doctorate not required']"
"designer - etl iv
varite3.7(34 reviews)",varite3.7(34 reviews),['telangana'],5 - 8 years,"['key skills', 'unixerpbusiness objectsmanager quality assuranceperformance testingagileinformaticasqlcrmpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"team manager
tapi2vapi",tapi2vapi,['surat'],5 - 10 years,"['key skills', 'data analysisexcelsales executivemanagementb2c sales']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing']"
"hr consulting
execboardinasia",execboardinasia,['noida'],5 - 10 years,"['key skills', 'trainingdata analysisconsultinghr professionalhr solutionshrhr consulting']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"java developer
itc infotech india ltd3.4(824 reviews)",itc infotech india ltd3.4(824 reviews),['delhi'],6 - 8 years,"['key skills', 'data analysisbackendfront endcodingprimefacesmanager technologyunit testingtroubleshootingsqlmicroservices']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"research associate - upstream processing
appasamy associates private limited3.8(67 reviews)",appasamy associates private limited3.8(67 reviews),['chennai( taramani )'],1 - 3 years,"['key skills', 'bioreactorprotein expressionmicrobial fermentation', 'protein estimationsartorius fermenterinclusion bodiesmab', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :b.tech/b.e. in bio-chemistry/bio-technology', 'pg :ms/m.sc(science) in biotechnology, m.tech in bio-chemistry/bio-technology', 'doctorate :doctorate not required']"
"placement executive
ssn college of engineering4.7(3 reviews)",ssn college of engineering4.7(3 reviews),['chennai'],2 - 5 years,"['key skills', 'big data analyticsartificial intelligenceplacement executiveplacement coordinationmachine learningcorporate relationship managementcorporate tie-upsdata sciencetrainingpresentation skillseffective communicationindustry relationsplacement']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"c++ developer – algorithmic trading / hft
emkay global financial services ltd.3.9(33 reviews)",emkay global financial services ltd.3.9(33 reviews),['anywh'],4 - 8 years,"['key skills', 'algorithm developmentc++algorithmssocketslinuxdata structureshftalgorithmic tradingbig datadata analysishigh frequency trading']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"junior product manager
bion",bion,['bengaluru'],4 - 8 years,"['key skills', 'product developmentcommunication skillsproduct managementdata analysisproduct managerweb analytics']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"aga khan rural support programme
aga khan rural support programme (india)4.2(29 reviews)",aga khan rural support programme (india)4.2(29 reviews),['ahmedabad'],5 - 10 years,"['key skills', 'piloteconomicsdata analysisreport writingdata collectionresearchmanagementmonitoring']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"digital marketing manager
bva commerce",bva commerce,['remote'],2 - 3 years,"['key skills', 'customer acquisitionsandigital mediadata analysismanager quality assurancegoogle analyticsemail marketinggeneticsmicrosoftdigital marketing']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"deputy manager - corporate audit
execboardinasia",execboardinasia,"['india', 'maharashtra']",5 - 10 years,"['key skills', 'lead auditorsdadata analysishead business developmentcorporate auditsubject matter expertmanagementresearchinterview schedulingauditing']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"field pmt in an pharmaceuticals pvt ltd(bihar & jharkhand)
an pharmaceuticals pvt. ltd.",an pharmaceuticals pvt. ltd.,['patna'],10 - 15 years,"['key skills', 'field pmtmarketingpharma salessalespmtarea sales managerregional sales managerbusiness developmentpharmaceutical sales']","₹ 4,00,000 - 6,00,000 p.a.","['education', 'ug :graduation not required, any graduate in any specialization', 'pg :any postgraduate in any specialization, post graduation not required', 'doctorate :any doctorate in any specialization, doctorate not required']"
"field pmt in an pharmaceuticals pvt ltd(delhi & ncr)
an pharmaceuticals pvt. ltd.",an pharmaceuticals pvt. ltd.,"['delhi ncr', ' delhi']",10 - 15 years,"['key skills', 'field pmtmarketingpharma salessalespmtarea sales managerregional sales managerbusiness developmentpharmaceutical sales']","₹ 4,00,000 - 6,00,000 p.a.","['education', 'ug :any graduate in any specialization, graduation not required', 'pg :post graduation not required, any postgraduate in any specialization', 'doctorate :doctorate not required, any doctorate in any specialization']"
"manager finance & accounts - ddu gky project, chennai
updater services pvt ltd3.7(203 reviews)",updater services pvt ltd3.7(203 reviews),['chennai'],7 - 10 years,"['key skills', 'financebig picture thinkingdata analysisproject accountingbudgetingexpenditure managementcash flow managementforecastingfinancial managementproject scheduling']","₹ 5,50,000 - 6,50,000 p.a.","['education', 'pg :mba/pgdm in finance']"
"assistant manager - hospitals & audit
i.t.s- the education group( durga charitable society)",i.t.s- the education group( durga charitable society),"['delhi ncr', ' greater noida( pari chowk )', ' noida']",1 - 3 years,"['key skills', 'social mediahospital operationsnabh', 'media managementpatient carequeue managementdata analysis', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :bds in any specialization']"
"junior product manager
bion",bion,['bengaluru'],4 - 9 years,"['key skills', 'product developmentcommunication skillsproduct managementdata analysisweb analytics']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"procurement officer
client",client,['dubai'],5 - 9 years,"['key skills', 'global procurementproject managementdata analysis', 'excelexecutioncostingnegotiation skillspowerpointms office', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :b.com in any specialization, b.sc in any specialization']"
"program experience manager
udacity",udacity,['noida'],3 - 6 years,"['key skills', 'product engineeringdebuggingmachine learningprogrammingmentortroubleshootingoperationsroboticsauditingpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"coveo and sitecore developer
varite3.7(34 reviews)",varite3.7(34 reviews),['chennai'],5 - 10 years,"['key skills', 'performance tuningsitecoremachine learninginformaticasubject matter expertiseadobeweb crawlingpythonsalesforce']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"manager
aarohan group",aarohan group,['bhubaneshwar'],8 - 10 years,"['key skills', 'career developmenthr administratordata analysiscompliancecompliance managementconsultingemployee engagementlabourbudgetingrecruitment']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"development engineer 2
comcast",comcast,['chennai'],4 - 7 years,"['key skills', 'automationdata managementanalyticalplsqldata qualityinformaticaoperationsmonitoringsdlcpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"development engineer 3
comcast",comcast,['chennai'],10 - 12 years,"['key skills', 'unixdata analysisnetworkinglinuxcodingtechnical writinginformation securityworkflowj2eewindows']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"ui / systems designer
evertz microsystems, ltd","evertz microsystems, ltd",['india'],5 - 10 years,"['key skills', 'graphicscloud computingc++linuxcodingopengljavascriptfirmwareandroidpython']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"sustainable landscapes and restoration - epp
world resources institute4.3(3 reviews)",world resources institute4.3(3 reviews),['delhi'],1 - 4 years,"['key skills', 'gisdata analysisstrategic partnershipsanalyticaldata collectionresearchopen sourcemonitoringremote sensingarcgis']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"marketing generalist
livelike inc.",livelike inc.,['remote'],2 - 4 years,"['key skills', 'customer acquisitionoutbounddigital mediadata analysissocial mediagoogle adwordsproduct marketingmarketing strategyanalyticsandroid']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"campaign specialist - pardot
lister digital",lister digital,['chennai'],2 - 4 years,"['key skills', 'data analysisismsemail marketinghp data protectorinformation securitymarketing campaignsdata privacyhtmlvulnerabilitydigital marketing']",not disclosed,"['education', 'ug :b.tech/b.e. in production/industrial', 'pg :mca in computers']"
"sustainable landscapes and restoration - epp
wri india",wri india,['delhi'],1 - 3 years,"['key skills', 'gisdata analysisstrategic partnershipsanalyticaldata collectionresearchopen sourcemonitoringremote sensingarcgis']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"sustainable landscapes and restoration - epp
new climate economy project",new climate economy project,['delhi'],2 - 4 years,"['key skills', 'gisdata analysisstrategic partnershipsanalyticaldata collectionresearchopen sourcemonitoringremote sensingarcgis']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"python developer - django framework
nerd geek lab",nerd geek lab,['noida'],2 - 3 years,"['key skills', 'azuredesign patternsdjangooopsgoogle cloud platformawspythonflask']",not disclosed,"['education', 'ug :bca in computers, b.sc in computers, b.tech/b.e. in computers', 'pg :mca in computers, m.tech in computers, ms/m.sc(science) in computers', 'doctorate :doctorate not required']"
"deputy manager - sales
lanxess india private limited4.3(92 reviews)",lanxess india private limited4.3(92 reviews),"['chennai', ' chennai']",7 years,"['key skills', 'rubber applicationoxide pigmentsconstructionpaints and coating']",not disclosed,"['education', 'ug :b.tech/b.e. in chemical', 'pg :m.tech in chemical']"
"etl testing-staff
ey3.8(2303 reviews)",ey3.8(2303 reviews),"['kochi', ' trivandrum']",3 - 5 years,"['key skills', 'javaautomationetl testing.netbig dataexperience in bigdata testing with hadoop/spark framework and exposure to predictive analytics testing.testing methodologies']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :mca in computers', 'doctorate :doctorate not required']"
"assisted sales specialist
udacity",udacity,['noida'],1 - 4 years,"['key skills', 'product managementcloud computingsalesartificial intelligencemarketing supportmachine learninggeneticscustomer servicedigital marketingsalesforce']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"accounting associate ii
monotype imaging3.6(18 reviews)",monotype imaging3.6(18 reviews),['noida'],2 - 3 years,"['key skills', 'product managementsapjournal entriesfinance professionalmachine learningmarket researchbusiness solutionsms officeaccounts receivableproduct marketing']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :ca in ca']"
"accounting associate ii(ar)
monotype imaging3.6(18 reviews)",monotype imaging3.6(18 reviews),['noida'],2 - 3 years,"['key skills', 'product managementsapmismachine learningmarket researchcustomer servicebusiness solutionsms officeaccounts receivableproduct marketing']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :ca in ca']"
"accounting associate ii-revenue operations
monotype imaging3.6(18 reviews)",monotype imaging3.6(18 reviews),['noida'],2 - 3 years,"['key skills', 'product managementsapjournal entriesfinance professionalmachine learningmarket researchbusiness solutionsms officeaccounts receivableproduct marketing']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :ca in ca']"
"accounting associate ii-ar
monotype imaging3.6(18 reviews)",monotype imaging3.6(18 reviews),['noida'],2 - 3 years,"['key skills', 'product managementsapmismachine learningmarket researchcustomer servicebusiness solutionsms officeaccounts receivableproduct marketing']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :ca in ca']"
"technical consultant - women's economic empowerment
undp4.4(28 reviews)",undp4.4(28 reviews),['delhi'],5 - 7 years,"['key skills', 'cvsdata analysisstrategic partnershipsformulationresource allocationproject planninghttpspsstechnical supportmonitoring']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"staff engineer, qa
tintri",tintri,['india'],5 - 8 years,"['key skills', 'unixvmwareautomationlinuxsasenterprise applicationsperlfirmwaretroubleshootingpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"req. manager - marketing & sales - digital & saas - hrms for chennai
hr dawn",hr dawn,['chennai'],8 - 13 years,"['key skills', 'hrmsgoogle analyticssalesmedia buyingsaasinternet marketingdigital marketingsemcampaignsdisplay advertisingseobranding']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"hr manager
assurance intl limited - goodyear lubricants",assurance intl limited - goodyear lubricants,['delhi ncr'],12 - 18 years,"['key skills', 'human resource managementhr', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'pg :mba/pgdm in hr/industrial relations']"
"hr analytics associate
athenahealth technology3.7(59 reviews)",athenahealth technology3.7(59 reviews),['chennai'],4 - 7 years,"['key skills', 'trainingcompensationhr reportingbenefitshr analyticshr analytics associatetalent acquisition']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization', 'doctorate :doctorate not required']"
"vertica solutions manager
novell india pvt. ltd.",novell india pvt. ltd.,['chennai'],5 - 10 years,"['key skills', 'procurementtechnology consultingproject managementmachine learningagilemanager technologyscrumsowprofessional servicesanalytics']",not disclosed,"['education', 'ug :b.a in other specialization, b.b.a / b.m.s in management', 'pg :post graduation not required']"
"mgr, sales ops
execboardinasia",execboardinasia,['delhi'],5 - 10 years,"['key skills', 'automationdata analysissales planningsales operationssales processbusiness intelligenceforecastinganalyticscrmsalesforce']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"bi specialist
buckman",buckman,['india'],3 - 7 years,"['key skills', 'water treatmentdata analysissapms accessdata visualizationvbbusiness intelligenceopen sourcesqlpython']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"executive vice president - operations
3p hr consultants",3p hr consultants,['maharashtra'],15 - 20 years,"['key skills', 'supply chainprocurementrelationship managementdata analysisoperational excellenceformulationtalent managementforecastingoperationsmachinery']",not disclosed,"['education', 'ug :b.tech/b.e. in production/industrial', 'pg :mba/pgdm in marketing']"
"production manager
araymond",araymond,['chennai'],12 - 17 years,"['key skills', 'procurementsapproduction planningshop floortroubleshootingraw materialcontinuous improvementmachinerypreventive maintenancemonitoring']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :post graduation not required']"
"asst. / dy. manager - business development
the india thermit corporation ltd3.7(37 reviews)",the india thermit corporation ltd3.7(37 reviews),['delhi( aerocity )'],10 - 20 years,"['key skills', 'project managementbid managementbusiness development managementtender preparationtendering']","₹ 5,00,000 - 6,00,000 p.a.","['education', 'ug :any graduate in any specialization', 'pg :mba/pgdm in marketing']"
"research documentation executive
feedback business consulting services pvt ltd3.8(27 reviews)",feedback business consulting services pvt ltd3.8(27 reviews),['delhi ncr'],2 - 3 years,"['key skills', 'secondary researchdocumentationcontent writing', 'english writingsector analysisdesk researchreport generationcontent editingskill developmentdata entry', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :any graduate in any specialization, b.a in english']"
"marketing executive (kottayam location)
oppo4.0(2266 reviews)",oppo4.0(2266 reviews),['kottayam'],2 - 3 years,"['key skills', 'business developmentmarketing']","₹ 1,75,000 - 2,00,000 p.a.","['education', 'ug :any graduate in any specialization']"
"bi developer
agile english india private limited",agile english india private limited,['chennai'],4 - 8 years,"['key skills', 'power bi', 'business intelligenceamazon redshiftreport creationdata analysissql serverdata warehousingetldata engineering', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :b.tech/b.e. in any specialization', 'pg :any postgraduate in any specialization']"
"quality analyst - manual/ automation testing
huquo consulting pvt. ltd",huquo consulting pvt. ltd,['delhi ncr'],3 - 6 years,"['key skills', 'qualitymanual testingseleniumjmetertesting']",not disclosed,"['education', 'ug :b.sc in computers, b.tech/b.e. in computers, bca in computers', 'pg :mca in computers, ms/m.sc(science) in computers, m.tech in computers', 'doctorate :doctorate not required']"
"software developer
sekai",sekai,['remote'],2 - 5 years,"['key skills', 'gisapache camelc++automationprototypegitmachine learningscalajavascriptsdk']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"javascript developer
sekai",sekai,['remote'],5 - 8 years,"['key skills', 'giscssc++automationprototypemachine learningscalahtmlsdkgame development']",not disclosed,"['education', 'ug :b.tech/b.e. in computers', 'pg :post graduation not required']"
"project associate
trivitron healthcare3.4(74 reviews)",trivitron healthcare3.4(74 reviews),['visakhapatnam'],3 - 5 years,"['key skills', 'c++data analysisapplication supportcodinghealthcaregeneticsbiochemistrycustomer relationshiptroubleshootingbiomedical']",not disclosed,"['education', 'ug :mbbs in medicine', 'pg :medical-ms/md in psychology']"
"project associate
trivitron healthcare3.4(74 reviews)",trivitron healthcare3.4(74 reviews),['visakhapatnam'],3 - 8 years,"['key skills', 'c++data analysisapplication supportcodinghealthcaregeneticsbiochemistrylife sciencestroubleshootingbiomedical']",not disclosed,"['education', 'ug :b.tech/b.e. in production/industrial, mbbs in medicine', 'pg :medical-ms/md in psychology, m.tech in electronics/telecommunication, ms/m.sc(science) in chemistry']"
"project associate
trivitron healthcare3.4(74 reviews)",trivitron healthcare3.4(74 reviews),['visakhapatnam'],3 - 8 years,"['key skills', 'project executivesalesdiagnosticsreal time pcrmanager technologyhealthcarebiologyproject associate']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :ms/m.sc(science) in chemistry']"
"ai-ml engineer (trivandrum/kochi)
crown solutions india (p) ltd3.2(35 reviews)",crown solutions india (p) ltd3.2(35 reviews),"['trivandrum', ' kochi']",4 - 9 years,"['key skills', 'pytorchalgorithmsartificial intelligenceprobabilitykerasmachine learningdeep learningscikit-learnpythonflask']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"lead application developer - core banking software
vivriti capital",vivriti capital,['chennai'],8 - 12 years,"['key skills', 'application developmentcore bankingbanking software']",not disclosed,"['education', 'ug :any graduate in any specialization']"
"required mis executive for rice education
roy's institute of competitive examination pvt ltd",roy's institute of competitive examination pvt ltd,['kolkata( topsia )'],1 - 3 years,"['key skills', 'management reportingmis preparationexcelreport generationmismis operationsdata analysismis reporting']","₹ 1,25,000 - 2,25,000 p.a.","['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"java developer
seehash softwares private limited4.3(3 reviews)",seehash softwares private limited4.3(3 reviews),['chennai'],1 - 3 years,"['key skills', 'spring mvcspring bootmongodb', 'javadesign principlesdesign patternsoopsprogrammingsql queriesserializationapplication developmentmvcspring batch', 'skills highlighted with ‘‘ are preferred keyskills']","₹ 2,25,000 - 3,00,000 p.a.","['education', 'ug :any graduate in any specialization']"
"placement executive
ssn college of engineering4.7(3 reviews)",ssn college of engineering4.7(3 reviews),['chennai( kalavakkam )'],2 - 5 years,"['key skills', 'career development', 'artificial intelligencebig datadigital marketingplacement coordinationmachine learninginternshipelectronic mediacorporate tie-upsdata sciencedatabase maintenanceclient managementcommunication skillsdata analytics', 'skills highlighted with ‘‘ are preferred keyskills']",not disclosed,"['education', 'ug :any graduate in any specialization', 'pg :any postgraduate in any specialization']"
"financial analyst, us based legal services company, vadodara
acumen training hr solutions
hiring for us based legal services company",acumen training hr solutions,['vadodara'],4 - 6 years,"['key skills', 'accountingfinanceadvanced excel', 'legal servicesdata managementclaim settlementbank reconciliation', 'skills highlighted with ‘‘ are preferred keyskills']","₹ 3,00,000 - 4,00,000 p.a.","['education', 'ug :any graduate in any specialization']"
"edi analyst - piyush.garje@craveinfotech.com
crave infotech & consultancy services pvt. ltd.",crave infotech & consultancy services pvt. ltd.,['chennai'],8 - 13 years,"['key skills', 'seeburger bisvdaedi integrationelectronic data interchange integrationedi installationedi troubleshootingediidoc']",not disclosed,"['education', 'ug :graduation not required, any graduate in any specialization', 'pg :post graduation not required, any postgraduate in any specialization', 'doctorate :any doctorate in any specialization, doctorate not required']"
"research analyst(mobile charger) required, kundli sonipat, sal- 50k
career solutions
hiring for career solutions",career solutions,"['sonipat/sonepat', ' delhi ncr']",10 - 20 years,"['key skills', 'consumer electronicsbattery chargerapplianceschargersbatterymobile testingelectronicsmobile communicationdata cabletelecommunicationmobilegsm system']","₹ 4,50,000 - 6,50,000 p.a.","['education', 'ug :graduation not required']"
"sales coordinator office coordinator
furmats",furmats,"['delhi', ' ahmedabad', ' kolkata']",2 - 7 years,"['key skills', 'macrosteam managementoffice coordinatorrecruitmentsales supportadvanced exelsales coordinationhuman resource managementoffice coordination']",not disclosed,"['education', 'ug :b.b.a / b.m.s in management, b.tech/b.e. in any specialization, b.com in commerce, b.sc in any specialization, diploma in any specialization, b.pharma in any specialization']"
"project associate
trivitron healthcare3.4(74 reviews)",trivitron healthcare3.4(74 reviews),['visakhapatnam'],3 - 5 years,"['key skills', 'data analysisapplication supportc++codinggenomicsgeneticsbiochemistrytroubleshootingbiomedicalbioinformatics']",not disclosed,"['education', 'ug :mbbs in medicine', 'pg :medical-ms/md in psychology']"
"systems software engineer
lightmetrics",lightmetrics,['indiranagar'],2 - 3 years,"['key skills', 'computer sciencec++machine learningagiledata structuressdkjiraload balancingautomotivepython']",not disclosed,"['education', 'ug :b.tech/b.e. in production/industrial', 'pg :post graduation not required']"
